spend_log_sd,seed,channel,metric,value
0.15,39,all,achievable_lift_share,0.01191646774
0.15,39,all,shortfall_from_optimum_share,0.03935395991
0.15,39,all,loss_vs_status_quo_share,0.02743749217
0.15,39,all,n_agreeing,3
0.15,40,tv,relative_bias,-0.2169980867
0.15,40,tv,covered,0
0.15,40,video,relative_bias,-0.5662025309
0.15,40,video,covered,0
0.15,40,search,relative_bias,-0.5547142383
0.15,40,search,covered,0
0.15,40,social,relative_bias,-1
0.15,40,social,covered,0
0.15,40,ooh,relative_bias,-1
0.15,40,ooh,covered,1
0.15,40,all,median_abs_relative_bias,0.5662025309
0.15,40,all,spearman,0.9746794345
0.15,40,all,regret,6.495320992
0.15,40,all,beats_status_quo,0
0.15,40,all,achievable_lift_share,0.01195870067
0.15,40,all,shortfall_from_optimum_share,0.0776755995
0.15,40,all,loss_vs_status_quo_share,0.06571689883
0.15,40,all,n_agreeing,3
0.15,41,tv,relative_bias,0.3760325054
0.15,41,tv,covered,0
0.15,41,video,relative_bias,-0.6202632906
0.15,41,video,covered,0
0.15,41,search,relative_bias,-0.3522775274
0.15,41,search,covered,0
0.15,41,social,relative_bias,-1
0.15,41,social,covered,1
0.15,41,ooh,relative_bias,-0.6427042041
0.15,41,ooh,covered,1
0.15,41,all,median_abs_relative_bias,0.6202632906
0.15,41,all,spearman,0.8
0.15,41,all,regret,5.467167063
0.15,41,all,beats_status_quo,0
0.15,41,all,achievable_lift_share,0.01181486888
0.15,41,all,shortfall_from_optimum_share,0.06459386199
0.15,41,all,loss_vs_status_quo_share,0.05277899311
0.15,41,all,n_agreeing,3
0.15,42,tv,relative_bias,-0.5634305087
0.15,42,tv,covered,0
0.15,42,video,relative_bias,-0.5877907071
0.15,42,video,covered,0
0.15,42,search,relative_bias,-0.675624196
0.15,42,search,covered,0
0.15,42,social,relative_bias,-0.568573991
0.15,42,social,covered,0
0.15,42,ooh,relative_bias,-0.9607485154
0.15,42,ooh,covered,0
0.15,42,all,median_abs_relative_bias,0.5877907071
0.15,42,all,spearman,1
0.15,42,all,regret,0.6398003491
0.15,42,all,beats_status_quo,1
0.15,42,all,achievable_lift_share,0.01229563415
0.15,42,all,shortfall_from_optimum_share,0.00786675102
0.15,42,all,loss_vs_status_quo_share,-0.004428883129
0.15,42,all,n_agreeing,3
0.15,43,tv,relative_bias,0.9958943358
0.15,43,tv,covered,0
0.15,43,video,relative_bias,-0.8506459583
0.15,43,video,covered,0
0.15,43,search,relative_bias,-1
0.15,43,search,covered,1
0.15,43,social,relative_bias,-0.992458486
0.15,43,social,covered,0
0.15,43,ooh,relative_bias,-1
0.15,43,ooh,covered,1
0.15,43,all,median_abs_relative_bias,0.9958943358
0.15,43,all,spearman,0.8207826817
0.15,43,all,regret,3.775957103
0.15,43,all,beats_status_quo,0
0.15,43,all,achievable_lift_share,0.01198096268
0.15,43,all,shortfall_from_optimum_share,0.04523960115
0.15,43,all,loss_vs_status_quo_share,0.03325863847
0.15,43,all,n_agreeing,3
0.15,44,tv,relative_bias,3.14557155
0.15,44,tv,covered,0
0.15,44,video,relative_bias,-0.02756338263
0.15,44,video,covered,1
0.15,44,search,relative_bias,-0.5839987619
0.15,44,search,covered,0
0.15,44,social,relative_bias,3.989264225
0.15,44,social,covered,0
0.15,44,ooh,relative_bias,0.4060466198
0.15,44,ooh,covered,1
0.15,44,all,median_abs_relative_bias,0.5839987619
0.15,44,all,spearman,0.7
0.15,44,all,regret,3.333710405
0.15,44,all,beats_status_quo,0
0.15,44,all,achievable_lift_share,0.01140680346
0.15,44,all,shortfall_from_optimum_share,0.0380269794
0.15,44,all,loss_vs_status_quo_share,0.02662017594
0.15,44,all,n_agreeing,3
0.15,45,tv,relative_bias,0.5881266896
0.15,45,tv,covered,1
0.15,45,video,relative_bias,-0.6802420146
0.15,45,video,covered,0
0.15,45,search,relative_bias,0.1229486796
0.15,45,search,covered,1
0.15,45,social,relative_bias,-1
0.15,45,social,covered,0
0.15,45,ooh,relative_bias,-0.9571003363
0.15,45,ooh,covered,1
0.15,45,all,median_abs_relative_bias,0.6802420146
0.15,45,all,spearman,0.8
0.15,45,all,regret,3.186771577
0.15,45,all,beats_status_quo,0
0.15,45,all,achievable_lift_share,0.01176838624
0.15,45,all,shortfall_from_optimum_share,0.03750315878
0.15,45,all,loss_vs_status_quo_share,0.02573477254
0.15,45,all,n_agreeing,3
0.15,46,tv,relative_bias,-0.2447680039
0.15,46,tv,covered,0
0.15,46,video,relative_bias,-0.7729535338
0.15,46,video,covered,0
0.15,46,search,relative_bias,-0.5580174513
0.15,46,search,covered,1
0.15,46,social,relative_bias,-0.2265146028
0.15,46,social,covered,1
0.15,46,ooh,relative_bias,0.0715703885
0.15,46,ooh,covered,1
0.15,46,all,median_abs_relative_bias,0.2447680039
0.15,46,all,spearman,0.6
0.15,46,all,regret,4.08715763
0.15,46,all,beats_status_quo,0
0.15,46,all,achievable_lift_share,0.01170672698
0.15,46,all,shortfall_from_optimum_share,0.0478472385
0.15,46,all,loss_vs_status_quo_share,0.03614051152
0.15,46,all,n_agreeing,3
0.15,47,tv,relative_bias,-0.0433407542
0.15,47,tv,covered,1
0.15,47,video,relative_bias,0.04093668127
0.15,47,video,covered,1
0.15,47,search,relative_bias,-0.424377903
0.15,47,search,covered,0
0.15,47,social,relative_bias,-0.4163484206
0.15,47,social,covered,0
0.15,47,ooh,relative_bias,0.8011066786
0.15,47,ooh,covered,1
0.15,47,all,median_abs_relative_bias,0.4163484206
0.15,47,all,spearman,1
0.15,47,all,regret,1.487180375
0.15,47,all,beats_status_quo,0
0.15,47,all,achievable_lift_share,0.01188447633
0.15,47,all,shortfall_from_optimum_share,0.01767435997
0.15,47,all,loss_vs_status_quo_share,0.005789883635
0.15,47,all,n_agreeing,3
0.15,48,tv,relative_bias,0.1377882553
0.15,48,tv,covered,1
0.15,48,video,relative_bias,1.530025187
0.15,48,video,covered,1
0.15,48,search,relative_bias,-0.2298276796
0.15,48,search,covered,1
0.15,48,social,relative_bias,-0.4088226343
0.15,48,social,covered,0
0.15,48,ooh,relative_bias,-0.2963524837
0.15,48,ooh,covered,1
0.15,48,all,median_abs_relative_bias,0.2963524837
0.15,48,all,spearman,0.9
0.15,48,all,regret,0.971873463
0.15,48,all,beats_status_quo,1
0.15,48,all,achievable_lift_share,0.01181580303
0.15,48,all,shortfall_from_optimum_share,0.01148346541
0.15,48,all,loss_vs_status_quo_share,-0.0003323376209
0.15,48,all,n_agreeing,3
0.15,49,tv,relative_bias,0.5235445568
0.15,49,tv,covered,1
0.15,49,video,relative_bias,-0.5721349409
0.15,49,video,covered,0
0.15,49,search,relative_bias,0.1015533423
0.15,49,search,covered,1
0.15,49,social,relative_bias,-0.16177388
0.15,49,social,covered,1
0.15,49,ooh,relative_bias,3.579958234
0.15,49,ooh,covered,1
0.15,49,all,median_abs_relative_bias,0.5235445568
0.15,49,all,spearman,0.3
0.15,49,all,regret,2.631605602
0.15,49,all,beats_status_quo,0
0.15,49,all,achievable_lift_share,0.01167295765
0.15,49,all,shortfall_from_optimum_share,0.03071862074
0.15,49,all,loss_vs_status_quo_share,0.01904566309
0.15,49,all,n_agreeing,3
0.15,50,tv,relative_bias,-0.4400257605
0.15,50,tv,covered,0
0.15,50,video,relative_bias,-0.5878928739
0.15,50,video,covered,0
0.15,50,search,relative_bias,-0.7388801005
0.15,50,search,covered,0
0.15,50,social,relative_bias,-1
0.15,50,social,covered,1
0.15,50,ooh,relative_bias,0.2718773731
0.15,50,ooh,covered,1
0.15,50,all,median_abs_relative_bias,0.5878928739
0.15,50,all,spearman,0.7
0.15,50,all,regret,5.753897405
0.15,50,all,beats_status_quo,0
0.15,50,all,achievable_lift_share,0.0121322971
0.15,50,all,shortfall_from_optimum_share,0.06980799282
0.15,50,all,loss_vs_status_quo_share,0.05767569572
0.15,50,all,n_agreeing,3
0.15,51,tv,relative_bias,0.8291501505
0.15,51,tv,covered,0
0.15,51,video,relative_bias,-0.1178977397
0.15,51,video,covered,1
0.15,51,search,relative_bias,-1
0.15,51,search,covered,1
0.15,51,social,relative_bias,-0.1170051335
0.15,51,social,covered,1
0.15,51,ooh,relative_bias,1.112071128
0.15,51,ooh,covered,1
0.15,51,all,median_abs_relative_bias,0.8291501505
0.15,51,all,spearman,0.7
0.15,51,all,regret,4.718043495
0.15,51,all,beats_status_quo,0
0.15,51,all,achievable_lift_share,0.01167599091
0.15,51,all,shortfall_from_optimum_share,0.05508783294
0.15,51,all,loss_vs_status_quo_share,0.04341184204
0.15,51,all,n_agreeing,3
0.15,52,tv,relative_bias,-0.8338143811
0.15,52,tv,covered,0
0.15,52,video,relative_bias,-0.3052607853
0.15,52,video,covered,1
0.15,52,search,relative_bias,-1
0.15,52,search,covered,0
0.15,52,social,relative_bias,-1
0.15,52,social,covered,0
0.15,52,ooh,relative_bias,0.9430532729
0.15,52,ooh,covered,1
0.15,52,all,median_abs_relative_bias,0.9430532729
0.15,52,all,spearman,0.1538967528
0.15,52,all,regret,7.121148306
0.15,52,all,beats_status_quo,0
0.15,52,all,achievable_lift_share,0.0116617069
0.15,52,all,shortfall_from_optimum_share,0.08304474433
0.15,52,all,loss_vs_status_quo_share,0.07138303743
0.15,52,all,n_agreeing,3
0.15,53,tv,relative_bias,0.4552247572
0.15,53,tv,covered,1
0.15,53,video,relative_bias,1.194138616
0.15,53,video,covered,0
0.15,53,search,relative_bias,-0.8515758734
0.15,53,search,covered,0
0.15,53,social,relative_bias,-0.4691291109
0.15,53,social,covered,0
0.15,53,ooh,relative_bias,-1
0.15,53,ooh,covered,1
0.15,53,all,median_abs_relative_bias,0.8515758734
0.15,53,all,spearman,0.9
0.15,53,all,regret,3.338529583
0.15,53,all,beats_status_quo,0
0.15,53,all,achievable_lift_share,0.01174162892
0.15,53,all,shortfall_from_optimum_share,0.03919977549
0.15,53,all,loss_vs_status_quo_share,0.02745814658
0.15,53,all,n_agreeing,3
0.15,54,tv,relative_bias,0.1782644782
0.15,54,tv,covered,1
0.15,54,video,relative_bias,0.205750691
0.15,54,video,covered,1
0.15,54,search,relative_bias,-0.6506729767
0.15,54,search,covered,0
0.15,54,social,relative_bias,0.1125832048
0.15,54,social,covered,1
0.15,54,ooh,relative_bias,-0.02998951864
0.15,54,ooh,covered,1
0.15,54,all,median_abs_relative_bias,0.1782644782
0.15,54,all,spearman,0.9
0.15,54,all,regret,2.637269868
0.15,54,all,beats_status_quo,0
0.15,54,all,achievable_lift_share,0.0122350494
0.15,54,all,shortfall_from_optimum_share,0.03226712711
0.15,54,all,loss_vs_status_quo_share,0.02003207771
0.15,54,all,n_agreeing,3
0.15,55,tv,relative_bias,0.4938838861
0.15,55,tv,covered,1
0.15,55,video,relative_bias,1.369753015
0.15,55,video,covered,1
0.15,55,search,relative_bias,-0.7372625026
0.15,55,search,covered,0
0.15,55,social,relative_bias,-1
0.15,55,social,covered,0
0.15,55,ooh,relative_bias,-1
0.15,55,ooh,covered,1
0.15,55,all,median_abs_relative_bias,1
0.15,55,all,spearman,0.9746794345
0.15,55,all,regret,1.204430287
0.15,55,all,beats_status_quo,0
0.15,55,all,achievable_lift_share,0.01178746731
0.15,55,all,shortfall_from_optimum_share,0.01419718263
0.15,55,all,loss_vs_status_quo_share,0.002409715329
0.15,55,all,n_agreeing,3
0.15,56,tv,relative_bias,1.652072631
0.15,56,tv,covered,0
0.15,56,video,relative_bias,-0.1800911603
0.15,56,video,covered,1
0.15,56,search,relative_bias,1.404546069
0.15,56,search,covered,0
0.15,56,social,relative_bias,-1
0.15,56,social,covered,1
0.15,56,ooh,relative_bias,-0.8209730586
0.15,56,ooh,covered,1
0.15,56,all,median_abs_relative_bias,1
0.15,56,all,spearman,0.8
0.15,56,all,regret,1.265902315
0.15,56,all,beats_status_quo,0
0.15,56,all,achievable_lift_share,0.01224374967
0.15,56,all,shortfall_from_optimum_share,0.01549939106
0.15,56,all,loss_vs_status_quo_share,0.003255641385
0.15,56,all,n_agreeing,3
0.15,57,tv,relative_bias,0.1237816952
0.15,57,tv,covered,1
0.15,57,video,relative_bias,-0.5567666322
0.15,57,video,covered,0
0.15,57,search,relative_bias,-0.3164754449
0.15,57,search,covered,1
0.15,57,social,relative_bias,0.9518226621
0.15,57,social,covered,1
0.15,57,ooh,relative_bias,4.700135026
0.15,57,ooh,covered,1
0.15,57,all,median_abs_relative_bias,0.5567666322
0.15,57,all,spearman,0.1
0.15,57,all,regret,2.375723624
0.15,57,all,beats_status_quo,0
0.15,57,all,achievable_lift_share,0.01224517767
0.15,57,all,shortfall_from_optimum_share,0.02909115787
0.15,57,all,loss_vs_status_quo_share,0.0168459802
0.15,57,all,n_agreeing,3
0.15,58,tv,relative_bias,-0.6634544297
0.15,58,tv,covered,0
0.15,58,video,relative_bias,-0.6780862454
0.15,58,video,covered,0
0.15,58,search,relative_bias,0.3040603649
0.15,58,search,covered,1
0.15,58,social,relative_bias,-0.66621523
0.15,58,social,covered,1
0.15,58,ooh,relative_bias,-0.4234087804
0.15,58,ooh,covered,1
0.15,58,all,median_abs_relative_bias,0.6634544297
0.15,58,all,spearman,0.7
0.15,58,all,regret,7.006843693
0.15,58,all,beats_status_quo,0
0.15,58,all,achievable_lift_share,0.0116312257
0.15,58,all,shortfall_from_optimum_share,0.08149818045
0.15,58,all,loss_vs_status_quo_share,0.06986695475
0.15,58,all,n_agreeing,3
0.15,59,tv,relative_bias,2.021481573
0.15,59,tv,covered,0
0.15,59,video,relative_bias,-0.337058755
0.15,59,video,covered,0
0.15,59,search,relative_bias,-0.781779404
0.15,59,search,covered,0
0.15,59,social,relative_bias,0.1345320229
0.15,59,social,covered,1
0.15,59,ooh,relative_bias,0.057633377
0.15,59,ooh,covered,1
0.15,59,all,median_abs_relative_bias,0.337058755
0.15,59,all,spearman,0.7
0.15,59,all,regret,2.875548596
0.15,59,all,beats_status_quo,0
0.15,59,all,achievable_lift_share,0.01183151949
0.15,59,all,shortfall_from_optimum_share,0.03402210926
0.15,59,all,loss_vs_status_quo_share,0.02219058977
0.15,59,all,n_agreeing,3
0.15,60,tv,relative_bias,3.158247822
0.15,60,tv,covered,0
0.15,60,video,relative_bias,-1
0.15,60,video,covered,0
0.15,60,search,relative_bias,-0.584985632
0.15,60,search,covered,0
0.15,60,social,relative_bias,-0.6508975163
0.15,60,social,covered,1
0.15,60,ooh,relative_bias,1.870780942
0.15,60,ooh,covered,1
0.15,60,all,median_abs_relative_bias,1
0.15,60,all,spearman,0.1
0.15,60,all,regret,3.222887348
0.15,60,all,beats_status_quo,0
0.15,60,all,achievable_lift_share,0.01195835385
0.15,60,all,shortfall_from_optimum_share,0.03854042733
0.15,60,all,loss_vs_status_quo_share,0.02658207348
0.15,60,all,n_agreeing,3
0.15,61,tv,relative_bias,0.09148898318
0.15,61,tv,covered,1
0.15,61,video,relative_bias,-0.6838758771
0.15,61,video,covered,0
0.15,61,search,relative_bias,1.218845267
0.15,61,search,covered,0
0.15,61,social,relative_bias,0.0761693063
0.15,61,social,covered,1
0.15,61,ooh,relative_bias,0.643882918
0.15,61,ooh,covered,1
0.15,61,all,median_abs_relative_bias,0.643882918
0.15,61,all,spearman,0.7
0.15,61,all,regret,4.049058624
0.15,61,all,beats_status_quo,0
0.15,61,all,achievable_lift_share,0.0118147968
0.15,61,all,shortfall_from_optimum_share,0.04783880488
0.15,61,all,loss_vs_status_quo_share,0.03602400808
0.15,61,all,n_agreeing,3
0.15,62,tv,relative_bias,-0.3046835903
0.15,62,tv,covered,0
0.15,62,video,relative_bias,-0.582803004
0.15,62,video,covered,0
0.15,62,search,relative_bias,1.874786186
0.15,62,search,covered,1
0.15,62,social,relative_bias,2.645733136
0.15,62,social,covered,1
0.15,62,ooh,relative_bias,-0.2549496731
0.15,62,ooh,covered,1
0.15,62,all,median_abs_relative_bias,0.582803004
0.15,62,all,spearman,0.2
0.15,62,all,regret,2.582755161
0.15,62,all,beats_status_quo,0
0.15,62,all,achievable_lift_share,0.01198636779
0.15,62,all,shortfall_from_optimum_share,0.03095785328
0.15,62,all,loss_vs_status_quo_share,0.01897148549
0.15,62,all,n_agreeing,3
0.15,63,tv,relative_bias,-0.5633917769
0.15,63,tv,covered,0
0.15,63,video,relative_bias,0.8249174968
0.15,63,video,covered,0
0.15,63,search,relative_bias,2.280375808
0.15,63,search,covered,0
0.15,63,social,relative_bias,-0.2412531015
0.15,63,social,covered,1
0.15,63,ooh,relative_bias,15.49344851
0.15,63,ooh,covered,0
0.15,63,all,median_abs_relative_bias,0.8249174968
0.15,63,all,spearman,-0.4
0.15,63,all,regret,4.921852786
0.15,63,all,beats_status_quo,0
0.15,63,all,achievable_lift_share,0.01176581219
0.15,63,all,shortfall_from_optimum_share,0.05790959551
0.15,63,all,loss_vs_status_quo_share,0.04614378332
0.15,63,all,n_agreeing,3
0.15,64,tv,relative_bias,0.178355411
0.15,64,tv,covered,1
0.15,64,video,relative_bias,0.4092986834
0.15,64,video,covered,1
0.15,64,search,relative_bias,-0.6482281846
0.15,64,search,covered,0
0.15,64,social,relative_bias,3.523656774
0.15,64,social,covered,0
0.15,64,ooh,relative_bias,1.217574652
0.15,64,ooh,covered,1
0.15,64,all,median_abs_relative_bias,0.6482281846
0.15,64,all,spearman,0.2
0.15,64,all,regret,2.985597355
0.15,64,all,beats_status_quo,0
0.15,64,all,achievable_lift_share,0.01192648008
0.15,64,all,shortfall_from_optimum_share,0.03560766739
0.15,64,all,loss_vs_status_quo_share,0.02368118731
0.15,64,all,n_agreeing,3
0.15,65,tv,relative_bias,0.09613461606
0.15,65,tv,covered,1
0.15,65,video,relative_bias,0.7481798239
0.15,65,video,covered,1
0.15,65,search,relative_bias,-0.719641979
0.15,65,search,covered,0
0.15,65,social,relative_bias,-0.9327802627
0.15,65,social,covered,0
0.15,65,ooh,relative_bias,2.304866563
0.15,65,ooh,covered,0
0.15,65,all,median_abs_relative_bias,0.7481798239
0.15,65,all,spearman,0.7
0.15,65,all,regret,3.672796753
0.15,65,all,beats_status_quo,0
0.15,65,all,achievable_lift_share,0.01197470605
0.15,65,all,shortfall_from_optimum_share,0.0439806615
0.15,65,all,loss_vs_status_quo_share,0.03200595545
0.15,65,all,n_agreeing,3
0.15,66,tv,relative_bias,-0.06506459095
0.15,66,tv,covered,1
0.15,66,video,relative_bias,-0.488151522
0.15,66,video,covered,0
0.15,66,search,relative_bias,-0.9285040934
0.15,66,search,covered,0
0.15,66,social,relative_bias,-1
0.15,66,social,covered,1
0.15,66,ooh,relative_bias,5.233293367
0.15,66,ooh,covered,0
0.15,66,all,median_abs_relative_bias,0.9285040934
0.15,66,all,spearman,0.4
0.15,66,all,regret,3.455863103
0.15,66,all,beats_status_quo,0
0.15,66,all,achievable_lift_share,0.01177351098
0.15,66,all,shortfall_from_optimum_share,0.0406876422
0.15,66,all,loss_vs_status_quo_share,0.02891413122
0.15,66,all,n_agreeing,3
0.15,67,tv,relative_bias,-0.7441670247
0.15,67,tv,covered,0
0.15,67,video,relative_bias,-0.748020904
0.15,67,video,covered,0
0.15,67,search,relative_bias,1.769982168
0.15,67,search,covered,0
0.15,67,social,relative_bias,-0.7050454684
0.15,67,social,covered,0
0.15,67,ooh,relative_bias,-0.5503472637
0.15,67,ooh,covered,1
0.15,67,all,median_abs_relative_bias,0.7441670247
0.15,67,all,spearman,0.7
0.15,67,all,regret,6.425565683
0.15,67,all,beats_status_quo,0
0.15,67,all,achievable_lift_share,0.01190610173
0.15,67,all,shortfall_from_optimum_share,0.07650343867
0.15,67,all,loss_vs_status_quo_share,0.06459733694
0.15,67,all,n_agreeing,3
0.15,68,tv,relative_bias,-0.5249721501
0.15,68,tv,covered,0
0.15,68,video,relative_bias,-0.655786056
0.15,68,video,covered,0
0.15,68,search,relative_bias,-0.3696220832
0.15,68,search,covered,0
0.15,68,social,relative_bias,-1
0.15,68,social,covered,0
0.15,68,ooh,relative_bias,-0.8658739605
0.15,68,ooh,covered,1
0.15,68,all,median_abs_relative_bias,0.655786056
0.15,68,all,spearman,0.8
0.15,68,all,regret,3.993590202
0.15,68,all,beats_status_quo,0
0.15,68,all,achievable_lift_share,0.01145640136
0.15,68,all,shortfall_from_optimum_share,0.04575217222
0.15,68,all,loss_vs_status_quo_share,0.03429577086
0.15,68,all,n_agreeing,3
0.15,69,tv,relative_bias,0.0461825326
0.15,69,tv,covered,1
0.15,69,video,relative_bias,0.04658605177
0.15,69,video,covered,1
0.15,69,search,relative_bias,1.060317689
0.15,69,search,covered,1
0.15,69,social,relative_bias,4.754384044
0.15,69,social,covered,0
0.15,69,ooh,relative_bias,0.2292809095
0.15,69,ooh,covered,1
0.15,69,all,median_abs_relative_bias,0.2292809095
0.15,69,all,spearman,0.3
0.15,69,all,regret,1.899030951
0.15,69,all,beats_status_quo,0
0.15,69,all,achievable_lift_share,0.01183806393
0.15,69,all,shortfall_from_optimum_share,0.0224808498
0.15,69,all,loss_vs_status_quo_share,0.01064278587
0.15,69,all,n_agreeing,3
0.15,70,tv,relative_bias,-0.5022492432
0.15,70,tv,covered,0
0.15,70,video,relative_bias,0.7796417672
0.15,70,video,covered,1
0.15,70,search,relative_bias,-0.8072484521
0.15,70,search,covered,0
0.15,70,social,relative_bias,0.5277752636
0.15,70,social,covered,1
0.15,70,ooh,relative_bias,5.764956253
0.15,70,ooh,covered,1
0.15,70,all,median_abs_relative_bias,0.7796417672
0.15,70,all,spearman,0.1
0.15,70,all,regret,3.087374807
0.15,70,all,beats_status_quo,0
0.15,70,all,achievable_lift_share,0.011710828
0.15,70,all,shortfall_from_optimum_share,0.03615571534
0.15,70,all,loss_vs_status_quo_share,0.02444488734
0.15,70,all,n_agreeing,3
0.15,71,tv,relative_bias,-0.2251623245
0.15,71,tv,covered,1
0.15,71,video,relative_bias,0.8731646468
0.15,71,video,covered,1
0.15,71,search,relative_bias,-0.6333405118
0.15,71,search,covered,0
0.15,71,social,relative_bias,0.9112445634
0.15,71,social,covered,1
0.15,71,ooh,relative_bias,2.207554044
0.15,71,ooh,covered,1
